Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Cameroon,Snacks,Online,H,4/5/2018,615679681,4/30/2018,2154,152.58,97.44,328657.32,209885.76,118771.56
Europe,Belarus,Fruits,Online,C,3/20/2013,843708217,4/25/2013,865,9.33,6.92,8070.45,5985.80,2084.65
North America,Mexico,Cereal,Online,H,10/19/2014,987760007,12/5/2014,8991,205.70,117.11,1849448.70,1052936.01,796512.69
Europe,Belgium,Office Supplies,Online,H,7/24/2017,172883880,8/20/2017,9037,651.21,524.96,5884984.77,4744063.52,1140921.25
Europe,Bosnia and Herzegovina,Baby Food,Online,M,7/24/2017,744441163,8/4/2017,5538,255.28,159.42,1413740.64,882867.96,530872.68
Sub-Saharan Africa,Chad,Clothes,Online,M,9/16/2017,618105685,10/8/2017,63,109.28,35.84,6884.64,2257.92,4626.72
Europe,United Kingdom,Cosmetics,Online,H,9/21/2011,929863774,11/5/2011,6209,437.20,263.33,2714574.80,1635015.97,1079558.83
Middle East and North Africa,Iraq,Cosmetics,Offline,M,11/11/2010,186014258,11/15/2010,4608,437.20,263.33,2014617.60,1213424.64,801192.96
Australia and Oceania,Vanuatu,Cosmetics,Offline,M,3/14/2017,113168466,4/20/2017,7919,437.20,263.33,3462186.80,2085310.27,1376876.53
Sub-Saharan Africa,Angola,Personal Care,Online,C,4/12/2018,708250224,4/30/2018,5835,81.73,56.67,476894.55,330669.45,146225.10
Sub-Saharan Africa,Guinea-Bissau,Beverages,Online,M,10/29/2013,688495862,12/5/2013,80,47.45,31.79,3796.00,2543.20,1252.80
Europe,Cyprus,Meat,Offline,M,6/6/2010,641454207,6/26/2010,9409,421.89,364.69,3969563.01,3431368.21,538194.80
Middle East and North Africa,Bahrain,Meat,Online,M,3/4/2016,774986588,3/13/2016,4608,421.89,364.69,1944069.12,1680491.52,263577.60
Central America and the Caribbean,Cuba,Cosmetics,Online,M,12/2/2013,467266833,1/3/2014,3495,437.20,263.33,1528014.00,920338.35,607675.65
Sub-Saharan Africa,Republic of the Congo,Office Supplies,Online,C,2/10/2020,516781270,3/11/2020,5917,651.21,524.96,3853209.57,3106188.32,747021.25
Asia,Taiwan,Personal Care,Offline,M,4/6/2015,892328727,5/10/2015,8755,81.73,56.67,715546.15,496145.85,219400.30
Middle East and North Africa,Pakistan,Fruits,Online,H,6/24/2013,283020532,7/31/2013,920,9.33,6.92,8583.60,6366.40,2217.20
Sub-Saharan Africa,Seychelles ,Meat,Offline,L,4/30/2014,148280513,5/21/2014,8354,421.89,364.69,3524469.06,3046620.26,477848.80
Sub-Saharan Africa,Eritrea,Baby Food,Online,L,11/17/2018,667844998,12/18/2018,9031,255.28,159.42,2305433.68,1439722.02,865711.66
Australia and Oceania,Solomon Islands,Meat,Offline,M,8/31/2013,291762816,8/31/2013,7956,421.89,364.69,3356556.84,2901473.64,455083.20
Central America and the Caribbean,Costa Rica,Household,Online,L,10/22/2018,690395295,11/18/2018,2165,668.27,502.54,1446804.55,1087999.10,358805.45
Sub-Saharan Africa,Zambia,Beverages,Offline,H,7/1/2018,904416263,8/14/2018,5725,47.45,31.79,271651.25,181997.75,89653.50
Middle East and North Africa,Yemen,Clothes,Online,C,10/28/2019,494812047,12/17/2019,4735,109.28,35.84,517440.80,169702.40,347738.40
Europe,Cyprus,Household,Offline,M,5/1/2015,892881476,6/1/2015,2326,668.27,502.54,1554396.02,1168908.04,385487.98
Central America and the Caribbean,Jamaica,Snacks,Online,C,6/17/2020,450235879,7/24/2020,3657,152.58,97.44,557985.06,356338.08,201646.98
Asia,Uzbekistan,Household,Offline,M,9/25/2014,288799083,10/2/2014,921,668.27,502.54,615476.67,462839.34,152637.33
Sub-Saharan Africa,Cape Verde,Baby Food,Offline,M,3/30/2011,250807416,5/11/2011,8343,255.28,159.42,2129801.04,1330041.06,799759.98
North America,Greenland,Fruits,Online,M,4/3/2019,248809707,5/3/2019,7176,9.33,6.92,66952.08,49657.92,17294.16
Sub-Saharan Africa,Kenya,Cosmetics,Offline,H,6/10/2017,715667283,7/6/2017,708,437.20,263.33,309537.60,186437.64,123099.96
Australia and Oceania,Marshall Islands,Snacks,Offline,L,9/21/2012,354553973,10/10/2012,9254,152.58,97.44,1411975.32,901709.76,510265.56
Europe,Monaco,Beverages,Offline,M,7/12/2013,188956105,7/28/2013,5165,47.45,31.79,245079.25,164195.35,80883.90
Asia,Japan,Office Supplies,Online,M,9/26/2013,412672507,10/3/2013,7820,651.21,524.96,5092462.20,4105187.20,987275.00
Europe,Norway,Clothes,Online,M,6/8/2019,839814507,6/8/2019,8630,109.28,35.84,943086.40,309299.20,633787.20
Sub-Saharan Africa,Eritrea,Clothes,Online,H,6/21/2011,454805934,7/30/2011,6038,109.28,35.84,659832.64,216401.92,443430.72
Sub-Saharan Africa,Sudan,Clothes,Online,C,12/24/2014,562383115,1/23/2015,516,109.28,35.84,56388.48,18493.44,37895.04
Middle East and North Africa,Saudi Arabia,Office Supplies,Offline,M,3/3/2019,737594878,3/24/2019,9570,651.21,524.96,6232079.70,5023867.20,1208212.50
Asia,Indonesia,Snacks,Offline,L,9/30/2014,175802552,10/19/2014,2737,152.58,97.44,417611.46,266693.28,150918.18
Australia and Oceania,Fiji,Personal Care,Online,L,8/30/2020,842679965,9/22/2020,6583,81.73,56.67,538028.59,373058.61,164969.98
Europe,Poland,Household,Offline,L,8/6/2014,724213445,9/18/2014,9707,668.27,502.54,6486896.89,4878155.78,1608741.11
Europe,United Kingdom,Office Supplies,Online,L,2/26/2013,576701819,3/25/2013,7739,651.21,524.96,5039714.19,4062665.44,977048.75
Australia and Oceania,Federated States of Micronesia,Household,Online,L,1/25/2013,776756417,3/6/2013,8340,668.27,502.54,5573371.80,4191183.60,1382188.20
Australia and Oceania,East Timor,Personal Care,Offline,H,11/29/2017,871301066,12/28/2017,6203,81.73,56.67,506971.19,351524.01,155447.18
Central America and the Caribbean,The Bahamas,Beverages,Offline,H,5/18/2011,927572095,5/28/2011,8050,47.45,31.79,381972.50,255909.50,126063.00
Europe,Cyprus,Household,Offline,C,2/1/2016,183118331,3/7/2016,7638,668.27,502.54,5104246.26,3838400.52,1265845.74
Central America and the Caribbean,Dominica,Office Supplies,Online,C,5/26/2013,195801103,6/14/2013,752,651.21,524.96,489709.92,394769.92,94940.00
Asia,Thailand,Beverages,Offline,C,11/27/2012,793794238,12/12/2012,210,47.45,31.79,9964.50,6675.90,3288.60
Central America and the Caribbean,Dominican Republic,Clothes,Online,H,1/3/2015,525584065,2/14/2015,859,109.28,35.84,93871.52,30786.56,63084.96
Asia,China,Office Supplies,Offline,M,4/6/2016,709969413,4/8/2016,4581,651.21,524.96,2983193.01,2404841.76,578351.25
Europe,Greece,Vegetables,Offline,H,9/26/2014,486061608,10/12/2014,5286,154.06,90.93,814361.16,480655.98,333705.18
Australia and Oceania,Marshall Islands,Beverages,Online,C,5/4/2015,863284480,6/13/2015,3917,47.45,31.79,185861.65,124521.43,61340.22
Australia and Oceania,Palau,Vegetables,Online,L,10/18/2013,671374356,12/1/2013,3446,154.06,90.93,530890.76,313344.78,217545.98
Asia,North Korea,Beverages,Online,C,9/6/2012,610380065,10/12/2012,3880,47.45,31.79,184106.00,123345.20,60760.80
Sub-Saharan Africa,Cameroon,Household,Offline,M,1/28/2016,100662934,3/6/2016,7254,668.27,502.54,4847630.58,3645425.16,1202205.42
Sub-Saharan Africa,Guinea-Bissau,Household,Offline,H,7/7/2013,432896792,7/17/2013,2636,668.27,502.54,1761559.72,1324695.44,436864.28
Asia,Mongolia,Beverages,Offline,L,6/7/2017,718067967,7/2/2017,1123,47.45,31.79,53286.35,35700.17,17586.18
Sub-Saharan Africa,Liberia,Vegetables,Offline,C,1/13/2015,137475287,2/27/2015,847,154.06,90.93,130488.82,77017.71,53471.11
Australia and Oceania,New Zealand,Meat,Online,L,5/30/2016,192730081,7/13/2016,1969,421.89,364.69,830701.41,718074.61,112626.80
Asia,Indonesia,Meat,Online,M,2/13/2017,655756175,3/19/2017,1679,421.89,364.69,708353.31,612314.51,96038.80
Europe,Germany,Household,Offline,M,3/23/2014,918789899,5/6/2014,9203,668.27,502.54,6150088.81,4624875.62,1525213.19
Sub-Saharan Africa,Benin,Snacks,Online,H,8/17/2011,444380080,9/22/2011,796,152.58,97.44,121453.68,77562.24,43891.44
Central America and the Caribbean,Dominica,Fruits,Online,M,10/1/2014,115388047,11/9/2014,4742,9.33,6.92,44242.86,32814.64,11428.22
Asia,Thailand,Meat,Online,H,6/20/2014,884987628,7/9/2014,6360,421.89,364.69,2683220.40,2319428.40,363792.00
Middle East and North Africa,Jordan,Beverages,Online,L,11/8/2013,626665151,11/14/2013,2999,47.45,31.79,142302.55,95338.21,46964.34
Asia,Maldives,Household,Offline,L,2/24/2012,884219443,3/12/2012,9037,668.27,502.54,6039155.99,4541453.98,1497702.01
Australia and Oceania,Samoa ,Baby Food,Online,H,1/29/2010,121761834,3/4/2010,887,255.28,159.42,226433.36,141405.54,85027.82
Europe,Poland,Cereal,Offline,H,3/29/2015,473716151,4/22/2015,1991,205.70,117.11,409548.70,233166.01,176382.69
Australia and Oceania,Tonga,Clothes,Online,C,4/30/2015,994818723,5/21/2015,7822,109.28,35.84,854788.16,280340.48,574447.68
Europe,Moldova ,Cosmetics,Online,M,8/6/2015,810118377,9/22/2015,885,437.20,263.33,386922.00,233047.05,153874.95
North America,Canada,Baby Food,Online,C,2/5/2012,464976441,3/10/2012,5717,255.28,159.42,1459435.76,911404.14,548031.62
Europe,Moldova ,Fruits,Offline,L,6/9/2018,575066745,6/14/2018,3884,9.33,6.92,36237.72,26877.28,9360.44
Middle East and North Africa,Azerbaijan,Office Supplies,Online,L,8/21/2017,476375615,10/8/2017,8985,651.21,524.96,5851121.85,4716765.60,1134356.25
Asia,Turkmenistan,Office Supplies,Offline,M,4/10/2010,475201880,5/13/2010,1651,651.21,524.96,1075147.71,866708.96,208438.75
Sub-Saharan Africa,Angola,Meat,Offline,H,10/19/2019,498156869,12/7/2019,4543,421.89,364.69,1916646.27,1656786.67,259859.60
Europe,Poland,Vegetables,Online,H,5/13/2012,542164409,6/4/2012,7351,154.06,90.93,1132495.06,668426.43,464068.63
Asia,Singapore,Fruits,Online,H,10/14/2019,224460828,11/24/2019,1802,9.33,6.92,16812.66,12469.84,4342.82
Central America and the Caribbean,Dominica,Household,Offline,H,7/25/2016,132594954,8/26/2016,6648,668.27,502.54,4442658.96,3340885.92,1101773.04
Sub-Saharan Africa,Guinea-Bissau,Household,Offline,L,10/17/2010,474428117,11/22/2010,2677,668.27,502.54,1788958.79,1345299.58,443659.21
Australia and Oceania,Marshall Islands,Personal Care,Online,M,5/28/2017,628134143,6/29/2017,7706,81.73,56.67,629811.38,436699.02,193112.36
Middle East and North Africa,Saudi Arabia,Vegetables,Offline,L,1/26/2010,492199361,2/5/2010,1583,154.06,90.93,243876.98,143942.19,99934.79
Middle East and North Africa,Kuwait,Cosmetics,Online,C,1/31/2012,935422599,2/2/2012,1189,437.20,263.33,519830.80,313099.37,206731.43
Europe,Albania,Clothes,Offline,M,2/28/2016,646915185,3/1/2016,5434,109.28,35.84,593827.52,194754.56,399072.96
Europe,Austria,Cosmetics,Offline,C,3/4/2011,186100947,4/14/2011,261,437.20,263.33,114109.20,68729.13,45380.07
Australia and Oceania,Nauru,Baby Food,Online,L,7/29/2019,632716214,8/11/2019,3643,255.28,159.42,929985.04,580767.06,349217.98
Europe,Ireland,Cereal,Online,M,3/19/2017,436809813,3/22/2017,586,205.70,117.11,120540.20,68626.46,51913.74
Central America and the Caribbean,Belize,Beverages,Online,M,7/5/2013,368743073,7/11/2013,8125,47.45,31.79,385531.25,258293.75,127237.50
Sub-Saharan Africa,Uganda,Fruits,Offline,C,1/17/2014,369189822,1/26/2014,327,9.33,6.92,3050.91,2262.84,788.07
Sub-Saharan Africa,Benin,Vegetables,Offline,L,3/19/2015,899136388,3/27/2015,3293,154.06,90.93,507319.58,299432.49,207887.09
North America,Canada,Household,Offline,M,4/3/2020,689881598,5/14/2020,151,668.27,502.54,100908.77,75883.54,25025.23
Asia,Kyrgyzstan,Meat,Online,C,7/13/2012,793036782,7/19/2012,6062,421.89,364.69,2557497.18,2210750.78,346746.40
Middle East and North Africa,Kuwait,Cosmetics,Offline,M,5/1/2014,530525767,6/14/2014,3219,437.20,263.33,1407346.80,847659.27,559687.53
Sub-Saharan Africa,Lesotho,Household,Offline,L,5/15/2017,644584882,5/17/2017,5845,668.27,502.54,3906038.15,2937346.30,968691.85
Asia,Laos,Cosmetics,Offline,L,3/17/2020,147762954,4/9/2020,5196,437.20,263.33,2271691.20,1368262.68,903428.52
Middle East and North Africa,Azerbaijan,Household,Online,C,3/23/2012,372921311,4/1/2012,4558,668.27,502.54,3045974.66,2290577.32,755397.34
Central America and the Caribbean,Belize,Cereal,Offline,M,1/11/2011,923233783,1/12/2011,4247,205.70,117.11,873607.90,497366.17,376241.73
Sub-Saharan Africa,Republic of the Congo,Cosmetics,Online,M,5/8/2014,122186696,5/11/2014,6613,437.20,263.33,2891203.60,1741401.29,1149802.31
Europe,Italy,Clothes,Offline,L,1/27/2016,863578879,2/5/2016,1036,109.28,35.84,113214.08,37130.24,76083.84
Middle East and North Africa,Yemen,Personal Care,Offline,H,8/3/2011,261521661,8/26/2011,8926,81.73,56.67,729521.98,505836.42,223685.56
Europe,Monaco,Cosmetics,Online,H,10/29/2013,900438868,12/9/2013,8726,437.20,263.33,3815007.20,2297817.58,1517189.62
Sub-Saharan Africa,Senegal,Baby Food,Online,H,11/4/2015,485066831,11/24/2015,909,255.28,159.42,232049.52,144912.78,87136.74
Sub-Saharan Africa,Tanzania,Clothes,Offline,H,7/15/2017,390454375,7/20/2017,2981,109.28,35.84,325763.68,106839.04,218924.64
Sub-Saharan Africa,Liberia,Meat,Offline,C,4/23/2020,711962831,4/29/2020,4478,421.89,364.69,1889223.42,1633081.82,256141.60
Middle East and North Africa,Jordan,Household,Offline,M,1/12/2011,715266025,2/1/2011,1966,668.27,502.54,1313818.82,987993.64,325825.18
Central America and the Caribbean,Jamaica,Meat,Online,C,2/26/2010,186350286,3/6/2010,4045,421.89,364.69,1706545.05,1475171.05,231374.00
Asia,Bangladesh,Cosmetics,Online,M,11/25/2012,781514441,12/15/2012,6345,437.20,263.33,2774034.00,1670828.85,1103205.15
Middle East and North Africa,Afghanistan,Personal Care,Online,C,1/1/2016,177369821,1/17/2016,6526,81.73,56.67,533369.98,369828.42,163541.56
Middle East and North Africa,Tunisia ,Beverages,Offline,H,5/1/2012,620840251,6/18/2012,9282,47.45,31.79,440430.90,295074.78,145356.12
Europe,Luxembourg,Snacks,Online,L,9/1/2017,379162061,9/29/2017,1334,152.58,97.44,203541.72,129984.96,73556.76
Asia,Taiwan,Office Supplies,Offline,H,11/12/2011,489884078,11/22/2011,6440,651.21,524.96,4193792.40,3380742.40,813050.00
Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,Online,L,1/17/2019,710867631,1/26/2019,384,437.20,263.33,167884.80,101118.72,66766.08
Asia,Cambodia,Baby Food,Online,L,9/21/2016,870286548,10/20/2016,5984,255.28,159.42,1527595.52,953969.28,573626.24
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Offline,M,12/30/2015,416627156,2/4/2016,8089,9.33,6.92,75470.37,55975.88,19494.49
Central America and the Caribbean,Saint Kitts and Nevis ,Household,Online,M,6/2/2013,668688285,7/8/2013,8578,668.27,502.54,5732420.06,4310788.12,1421631.94
Australia and Oceania,Federated States of Micronesia,Office Supplies,Offline,H,10/1/2017,765581262,11/16/2017,1363,651.21,524.96,887599.23,715520.48,172078.75
Sub-Saharan Africa,Togo,Cosmetics,Online,L,7/7/2012,816729915,7/31/2012,7386,437.20,263.33,3229159.20,1944955.38,1284203.82
Sub-Saharan Africa,Chad,Beverages,Offline,H,10/29/2014,551870572,12/9/2014,9621,47.45,31.79,456516.45,305851.59,150664.86
Australia and Oceania,Samoa ,Baby Food,Offline,L,7/24/2016,671052062,7/26/2016,8072,255.28,159.42,2060620.16,1286838.24,773781.92
Middle East and North Africa,Morocco,Personal Care,Online,C,2/10/2011,594635713,3/15/2011,4776,81.73,56.67,390342.48,270655.92,119686.56
Europe,Belgium,Personal Care,Online,L,2/2/2020,713295352,3/13/2020,8801,81.73,56.67,719305.73,498752.67,220553.06
Asia,Cambodia,Cereal,Offline,H,2/27/2013,138017308,4/17/2013,1243,205.70,117.11,255685.10,145567.73,110117.37
North America,Greenland,Snacks,Offline,M,4/18/2020,750100409,5/7/2020,235,152.58,97.44,35856.30,22898.40,12957.90
Australia and Oceania,East Timor,Clothes,Online,M,7/6/2019,451155984,8/2/2019,5936,109.28,35.84,648686.08,212746.24,435939.84
Central America and the Caribbean,Jamaica,Personal Care,Online,H,1/20/2017,813107860,2/24/2017,5540,81.73,56.67,452784.20,313951.80,138832.40
Australia and Oceania,Solomon Islands,Beverages,Online,H,9/6/2020,328192365,9/24/2020,8269,47.45,31.79,392364.05,262871.51,129492.54
Sub-Saharan Africa,Djibouti,Vegetables,Offline,H,12/1/2012,258958327,1/14/2013,379,154.06,90.93,58388.74,34462.47,23926.27
Europe,Slovenia,Vegetables,Online,L,7/24/2020,588267076,8/30/2020,155,154.06,90.93,23879.30,14094.15,9785.15
Europe,Armenia,Vegetables,Offline,L,2/7/2013,469292438,2/22/2013,2916,154.06,90.93,449238.96,265151.88,184087.08
Asia,Bhutan,Household,Offline,M,1/4/2015,475520741,1/12/2015,6009,668.27,502.54,4015634.43,3019762.86,995871.57
Australia and Oceania,New Zealand,Household,Offline,L,10/26/2014,350750815,11/28/2014,3816,668.27,502.54,2550118.32,1917692.64,632425.68
Europe,Cyprus,Office Supplies,Online,M,4/5/2013,359093987,4/25/2013,2746,651.21,524.96,1788222.66,1441540.16,346682.50
Sub-Saharan Africa,Burkina Faso,Cereal,Offline,C,12/6/2017,834974086,1/16/2018,6242,205.70,117.11,1283979.40,731000.62,552978.78
Europe,Slovenia,Personal Care,Online,C,7/11/2016,833127439,8/5/2016,9778,81.73,56.67,799155.94,554119.26,245036.68
Central America and the Caribbean,Jamaica,Cereal,Online,C,4/18/2014,378602874,6/3/2014,5859,205.70,117.11,1205196.30,686147.49,519048.81
Sub-Saharan Africa,Mozambique,Fruits,Offline,C,12/29/2017,916761720,2/3/2018,9020,9.33,6.92,84156.60,62418.40,21738.20
Middle East and North Africa,Oman,Baby Food,Online,C,11/1/2019,363277804,11/18/2019,830,255.28,159.42,211882.40,132318.60,79563.80
Sub-Saharan Africa,Senegal,Beverages,Offline,L,7/13/2013,754137456,8/9/2013,4887,47.45,31.79,231888.15,155357.73,76530.42
Asia,Vietnam,Clothes,Offline,C,5/9/2010,595639503,6/17/2010,1820,109.28,35.84,198889.60,65228.80,133660.80
Europe,Kosovo,Baby Food,Online,H,5/15/2012,714395272,6/24/2012,4291,255.28,159.42,1095406.48,684071.22,411335.26
Europe,Croatia,Fruits,Online,C,10/23/2017,207328593,10/27/2017,1993,9.33,6.92,18594.69,13791.56,4803.13
Europe,Slovenia,Clothes,Online,M,9/20/2015,491675794,10/13/2015,6648,109.28,35.84,726493.44,238264.32,488229.12
Sub-Saharan Africa,Zambia,Baby Food,Online,C,9/4/2012,354985702,9/25/2012,7013,255.28,159.42,1790278.64,1118012.46,672266.18
Europe,Netherlands,Baby Food,Offline,H,10/9/2016,905119645,11/19/2016,3872,255.28,159.42,988444.16,617274.24,371169.92
Europe,Greece,Cosmetics,Online,L,11/12/2010,620251452,11/21/2010,5043,437.20,263.33,2204799.60,1327973.19,876826.41
Sub-Saharan Africa,Mauritania,Office Supplies,Online,L,5/24/2011,298867452,6/12/2011,375,651.21,524.96,244203.75,196860.00,47343.75
Europe,Finland,Beverages,Offline,C,4/8/2020,809766471,4/8/2020,6748,47.45,31.79,320192.60,214518.92,105673.68
Europe,Italy,Office Supplies,Offline,H,7/5/2019,842059838,8/21/2019,3073,651.21,524.96,2001168.33,1613202.08,387966.25
Sub-Saharan Africa,Guinea-Bissau,Beverages,Online,M,5/18/2019,955171382,6/27/2019,5293,47.45,31.79,251152.85,168264.47,82888.38
Middle East and North Africa,Pakistan,Cosmetics,Offline,H,3/31/2010,428837430,4/24/2010,1380,437.20,263.33,603336.00,363395.40,239940.60
Sub-Saharan Africa,Nigeria,Snacks,Offline,L,9/25/2010,413106811,10/29/2010,6340,152.58,97.44,967357.20,617769.60,349587.60
Central America and the Caribbean,Jamaica,Office Supplies,Online,L,7/29/2019,778340852,8/13/2019,7209,651.21,524.96,4694572.89,3784436.64,910136.25
Australia and Oceania,New Zealand,Clothes,Online,H,4/5/2010,565213382,4/8/2010,8055,109.28,35.84,880250.40,288691.20,591559.20
Asia,Turkmenistan,Cereal,Online,C,4/10/2011,234710729,5/26/2011,4975,205.70,117.11,1023357.50,582622.25,440735.25
Sub-Saharan Africa,Mali,Snacks,Online,L,2/26/2015,318131721,3/27/2015,1101,152.58,97.44,167990.58,107281.44,60709.14
Central America and the Caribbean,Antigua and Barbuda ,Vegetables,Offline,H,12/18/2015,967087686,12/22/2015,1592,154.06,90.93,245263.52,144760.56,100502.96
Europe,Cyprus,Snacks,Offline,C,8/7/2014,603502452,8/14/2014,8642,152.58,97.44,1318596.36,842076.48,476519.88
Australia and Oceania,Marshall Islands,Office Supplies,Online,H,6/21/2013,869612348,8/2/2013,6473,651.21,524.96,4215282.33,3398066.08,817216.25
Sub-Saharan Africa,Angola,Vegetables,Online,M,2/21/2011,777966201,4/7/2011,6342,154.06,90.93,977048.52,576678.06,400370.46
Central America and the Caribbean,El Salvador,Fruits,Online,L,5/16/2018,761425340,6/6/2018,1533,9.33,6.92,14302.89,10608.36,3694.53
Middle East and North Africa,United Arab Emirates,Office Supplies,Offline,L,1/1/2010,423163592,1/12/2010,2365,651.21,524.96,1540111.65,1241530.40,298581.25
Asia,Kyrgyzstan,Meat,Online,C,11/3/2015,786667287,11/22/2015,1187,421.89,364.69,500783.43,432887.03,67896.40
Sub-Saharan Africa,Madagascar,Vegetables,Online,M,1/28/2019,245735251,3/8/2019,7377,154.06,90.93,1136500.62,670790.61,465710.01
Asia,Vietnam,Meat,Offline,H,2/7/2015,414478814,3/3/2015,2347,421.89,364.69,990175.83,855927.43,134248.40
Middle East and North Africa,Jordan,Clothes,Online,M,11/7/2016,277321803,11/29/2016,4539,109.28,35.84,496021.92,162677.76,333344.16
Sub-Saharan Africa,Tanzania,Meat,Offline,C,5/17/2017,239000546,6/24/2017,4428,421.89,364.69,1868128.92,1614847.32,253281.60
Central America and the Caribbean,Honduras,Fruits,Online,M,7/27/2016,774563872,8/14/2016,9517,9.33,6.92,88793.61,65857.64,22935.97
Central America and the Caribbean,Haiti,Fruits,Offline,M,11/5/2015,179373109,11/27/2015,9344,9.33,6.92,87179.52,64660.48,22519.04
Europe,Ukraine,Baby Food,Offline,M,10/5/2012,419102084,11/21/2012,475,255.28,159.42,121258.00,75724.50,45533.50
Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Offline,M,1/27/2017,379737126,1/30/2017,1509,81.73,56.67,123330.57,85515.03,37815.54
North America,Mexico,Cosmetics,Online,M,4/26/2013,817577064,6/6/2013,8076,437.20,263.33,3530827.20,2126653.08,1404174.12
Europe,Lithuania,Clothes,Offline,L,8/7/2019,309233224,8/27/2019,7838,109.28,35.84,856536.64,280913.92,575622.72
Central America and the Caribbean,Saint Kitts and Nevis ,Office Supplies,Online,M,2/10/2018,201629436,3/26/2018,5485,651.21,524.96,3571886.85,2879405.60,692481.25
Europe,Denmark,Baby Food,Offline,L,12/8/2013,562002027,1/1/2014,7743,255.28,159.42,1976633.04,1234389.06,742243.98
Australia and Oceania,Samoa ,Vegetables,Offline,L,1/2/2019,627899825,1/16/2019,8366,154.06,90.93,1288865.96,760720.38,528145.58
Australia and Oceania,Fiji,Cosmetics,Online,C,9/1/2014,157184159,9/30/2014,3141,437.20,263.33,1373245.20,827119.53,546125.67
Australia and Oceania,Samoa ,Cosmetics,Offline,L,7/8/2010,778028857,7/29/2010,4883,437.20,263.33,2134847.60,1285840.39,849007.21
Sub-Saharan Africa,Gabon,Beverages,Offline,H,8/26/2017,138920247,9/4/2017,8443,47.45,31.79,400620.35,268402.97,132217.38
Europe,Bulgaria,Baby Food,Offline,C,3/30/2011,458657157,5/17/2011,5700,255.28,159.42,1455096.00,908694.00,546402.00
Central America and the Caribbean,Dominican Republic,Clothes,Offline,M,9/27/2010,876350915,10/1/2010,565,109.28,35.84,61743.20,20249.60,41493.60
Australia and Oceania,Australia,Personal Care,Online,C,5/12/2010,601425349,6/18/2010,3981,81.73,56.67,325367.13,225603.27,99763.86
Europe,Switzerland,Household,Online,M,7/11/2016,263616788,7/26/2016,8921,668.27,502.54,5961636.67,4483159.34,1478477.33
Australia and Oceania,Papua New Guinea,Vegetables,Offline,L,6/2/2010,562974059,7/20/2010,5389,154.06,90.93,830229.34,490021.77,340207.57
Sub-Saharan Africa,Madagascar,Household,Offline,C,7/5/2017,919858491,7/9/2017,5424,668.27,502.54,3624696.48,2725776.96,898919.52
Sub-Saharan Africa,Sudan,Clothes,Offline,M,8/21/2016,824943912,10/8/2016,8090,109.28,35.84,884075.20,289945.60,594129.60
Asia,Brunei,Vegetables,Offline,H,3/31/2020,289216649,5/20/2020,4488,154.06,90.93,691421.28,408093.84,283327.44
Europe,France,Household,Online,M,7/13/2015,293975532,8/4/2015,2747,668.27,502.54,1835737.69,1380477.38,455260.31
Australia and Oceania,Nauru,Cosmetics,Offline,M,8/1/2012,540831887,9/9/2012,3029,437.20,263.33,1324278.80,797626.57,526652.23
Europe,Andorra,Beverages,Online,M,8/28/2017,801709544,9/10/2017,2525,47.45,31.79,119811.25,80269.75,39541.50
Sub-Saharan Africa,Benin,Vegetables,Offline,M,2/12/2017,468844830,3/5/2017,459,154.06,90.93,70713.54,41736.87,28976.67
Sub-Saharan Africa,Senegal,Cereal,Online,M,11/17/2014,804786574,12/16/2014,3086,205.70,117.11,634790.20,361401.46,273388.74
Europe,Portugal,Personal Care,Online,H,5/7/2016,892396104,5/19/2016,8693,81.73,56.67,710478.89,492632.31,217846.58
Europe,Sweden,Vegetables,Offline,M,5/30/2012,784847247,7/9/2012,2596,154.06,90.93,399939.76,236054.28,163885.48
Sub-Saharan Africa,Sudan,Household,Offline,L,11/1/2016,155626332,12/9/2016,2145,668.27,502.54,1433439.15,1077948.30,355490.85
Sub-Saharan Africa,Togo,Snacks,Online,C,2/26/2018,548532187,3/24/2018,1719,152.58,97.44,262285.02,167499.36,94785.66
Sub-Saharan Africa,Djibouti,Baby Food,Online,H,2/10/2017,427676141,3/18/2017,7729,255.28,159.42,1973059.12,1232157.18,740901.94
Australia and Oceania,Palau,Fruits,Online,C,8/5/2010,127482020,9/9/2010,3618,9.33,6.92,33755.94,25036.56,8719.38
Asia,Kyrgyzstan,Household,Online,M,5/23/2018,502686154,5/29/2018,4859,668.27,502.54,3247123.93,2441841.86,805282.07
Sub-Saharan Africa,Sudan,Cosmetics,Offline,L,8/31/2013,678337371,9/22/2013,3957,437.20,263.33,1730000.40,1041996.81,688003.59
Middle East and North Africa,Iran,Personal Care,Online,H,11/12/2013,299796998,11/27/2013,5449,81.73,56.67,445346.77,308794.83,136551.94
Asia,Malaysia,Snacks,Offline,L,3/16/2011,882738864,3/23/2011,901,152.58,97.44,137474.58,87793.44,49681.14
Central America and the Caribbean,Haiti,Meat,Online,L,2/3/2010,863149297,3/11/2010,3913,421.89,364.69,1650855.57,1427031.97,223823.60
